Individual,Trial,Predator,Circle,Initial,Total,Treatment,ColourDifference ,Brightness,Scale Time,Pattern Scale,Avg time,EscapeResponse,ColourDiffPercent,ColourDiff,Brightness.DifferencePercent,Brightness.Difference,Length,Size
77,5,B,Y,2,3,BY,0.008272707,16145.56033,1,1,2.5,FAST,0.8272707,0.008272707,24.7327824,0.247327824,109,10.9
77,6,F,Y,3,4,FY,0.008272707,16145.56033,1,1,3.5,FAST,0.8272707,0.008272707,24.7327824,0.247327824,109,10.9
78,1,N,B,15,16,NB,0.167309718,864.2696667,2,1,15.5,SLOW,16.7309718,0.167309718,1.3239425,0.013239425,101,10.1
78,2,B,B,3,4,BB,0.167309718,864.2696667,1,1,3.5,FAST,16.7309718,0.167309718,1.3239425,0.013239425,101,10.1
78,3,F,B,2,3,FB,0.167309718,864.2696667,1,1,2.5,FAST,16.7309718,0.167309718,1.3239425,0.013239425,101,10.1
78,4,N,Y,3,5,NY,0.012475353,16401.4,1,1,4,FAST,1.2475353,0.012475353,25.1246936,0.251246936,101,10.1
78,5,B,Y,3,4,BY,0.012475353,16401.4,1,1,3.5,FAST,1.2475353,0.012475353,25.1246936,0.251246936,101,10.1
78,6,F,Y,3,4,FY,0.012475353,16401.4,1,1,3.5,FAST,1.2475353,0.012475353,25.1246936,0.251246936,101,10.1
79,1,N,B,7,8,NB,0.102708384,3066.355667,1,4,7.5,SLOW,10.2708384,0.102708384,4.697236,0.04697236,140,14
79,2,B,B,3,10,BB,0.102708384,3066.355667,1,4,6.5,SLOW,10.2708384,0.102708384,4.697236,0.04697236,140,14
79,3,F,B,1,2,FB,0.102708384,3066.355667,1,4,1.5,FAST,10.2708384,0.102708384,4.697236,0.04697236,140,14
79,4,N,Y,2,8,NY,0.034828225,18210.34233,1,4,5,SLOW,3.4828225,0.034828225,27.895745,0.27895745,140,14
79,5,B,Y,3,11,BY,0.034828225,18210.34233,1,4,7,SLOW,3.4828225,0.034828225,27.895745,0.27895745,140,14
79,6,F,Y,2,3,FY,0.034828225,18210.34233,1,4,2.5,FAST,3.4828225,0.034828225,27.895745,0.27895745,140,14
80,1,N,B,3,4,NB,0.13793552,1488.810667,1,1,3.5,FAST,13.793552,0.13793552,2.2806536,0.022806536,91,9.1
80,2,B,B,2,3,BB,0.13793552,1488.810667,1,1,2.5,FAST,13.793552,0.13793552,2.2806536,0.022806536,91,9.1
80,3,F,B,2,3,FB,0.13793552,1488.810667,1,1,2.5,FAST,13.793552,0.13793552,2.2806536,0.022806536,91,9.1
80,4,N,Y,5,6,NY,0.013358579,15539.87433,1,1,5.5,SLOW,1.3358579,0.013358579,23.8049546,0.238049546,91,9.1
80,5,B,Y,1,2,BY,0.013358579,15539.87433,1,1,1.5,FAST,1.3358579,0.013358579,23.8049546,0.238049546,91,9.1
80,6,F,Y,25,30,FY,0.013358579,15539.87433,2,1,27.5,SLOW,1.3358579,0.013358579,23.8049546,0.238049546,91,9.1
81,1,N,B,2,3,NB,0.171107741,1069.761,1,1,2.5,FAST,17.1107741,0.171107741,1.638727,0.01638727,146,14.6
81,2,B,B,3,4,BB,0.171107741,1069.761,1,1,3.5,FAST,17.1107741,0.171107741,1.638727,0.01638727,146,14.6
81,3,F,B,1,2,FB,0.171107741,1069.761,1,1,1.5,FAST,17.1107741,0.171107741,1.638727,0.01638727,146,14.6
81,4,N,Y,2,3,NY,0.038142986,16563.12567,1,1,2.5,FAST,3.8142986,0.038142986,25.3724352,0.253724352,146,14.6
81,5,B,Y,2,3,BY,0.038142986,16563.12567,1,1,2.5,FAST,3.8142986,0.038142986,25.3724352,0.253724352,146,14.6
81,6,F,Y,1,2,FY,0.038142986,16563.12567,1,1,1.5,FAST,3.8142986,0.038142986,25.3724352,0.253724352,146,14.6
82,1,N,B,2,3,NB,0.219898701,285.645,1,5,2.5,FAST,21.9898701,0.219898701,0.4375689,0.004375689,127,12.7
82,2,B,B,1,2,BB,0.219898701,285.645,1,5,1.5,FAST,21.9898701,0.219898701,0.4375689,0.004375689,127,12.7
82,3,F,B,9,14,FB,0.219898701,285.645,2,5,11.5,SLOW,21.9898701,0.219898701,0.4375689,0.004375689,127,12.7
82,4,N,Y,3,5,NY,0.086579543,16597.18733,1,5,4,FAST,8.6579543,0.086579543,25.4246129,0.254246129,127,12.7
82,5,B,Y,1,2,BY,0.086579543,16597.18733,1,5,1.5,FAST,8.6579543,0.086579543,25.4246129,0.254246129,127,12.7
82,6,F,Y,4,10,FY,0.086579543,16597.18733,1,5,7,SLOW,8.6579543,0.086579543,25.4246129,0.254246129,127,12.7
83,1,N,B,79,80,NB,0.093096234,1789.05,2,1,79.5,SLOW,9.3096234,0.093096234,2.740579,0.02740579,233,23.3
83,2,B,B,4,11,BB,0.093096234,1789.05,1,1,7.5,SLOW,9.3096234,0.093096234,2.740579,0.02740579,233,23.3
83,3,F,B,2,4,FB,0.093096234,1789.05,1,1,3,FAST,9.3096234,0.093096234,2.740579,0.02740579,233,23.3
83,4,N,Y,1,2,NY,0.052756427,12294.528,1,1,1.5,FAST,5.2756427,0.052756427,18.8335294,0.188335294,233,23.3
83,5,B,Y,4,21,BY,0.052756427,12294.528,2,1,12.5,SLOW,5.2756427,0.052756427,18.8335294,0.188335294,233,23.3
83,6,F,Y,3,4,FY,0.052756427,12294.528,1,1,3.5,FAST,5.2756427,0.052756427,18.8335294,0.188335294,233,23.3
84,1,N,B,2,3,NB,0.11344433,3351.308,1,2,2.5,FAST,11.344433,0.11344433,5.1337439,0.051337439,362,36.2
84,2,B,B,2,3,BB,0.11344433,3351.308,1,2,2.5,FAST,11.344433,0.11344433,5.1337439,0.051337439,362,36.2
84,3,F,B,3,4,FB,0.11344433,3351.308,1,2,3.5,FAST,11.344433,0.11344433,5.1337439,0.051337439,362,36.2
84,4,N,Y,3,4,NY,0.079561628,12869.005,1,2,3.5,FAST,7.9561628,0.079561628,19.7135493,0.197135493,362,36.2
84,5,B,Y,2,3,BY,0.079561628,12869.005,1,2,2.5,FAST,7.9561628,0.079561628,19.7135493,0.197135493,362,36.2
84,6,F,Y,3,4,FY,0.079561628,12869.005,1,2,3.5,FAST,7.9561628,0.079561628,19.7135493,0.197135493,362,36.2
85,1,N,B,2,11,NB,0.142369581,2864.963333,1,2,6.5,SLOW,14.2369581,0.142369581,4.3887306,0.043887306,331,33.1
85,2,B,B,2,3,BB,0.142369581,2864.963333,1,2,2.5,FAST,14.2369581,0.142369581,4.3887306,0.043887306,331,33.1
85,3,F,B,3,8,FB,0.142369581,2864.963333,1,2,5.5,SLOW,14.2369581,0.142369581,4.3887306,0.043887306,331,33.1
85,4,N,Y,8,9,NY,0.052894922,12978.606,1,2,8.5,SLOW,5.2894922,0.052894922,19.881443,0.19881443,331,33.1
85,5,B,Y,2,3,BY,0.052894922,12978.606,1,2,2.5,FAST,5.2894922,0.052894922,19.881443,0.19881443,331,33.1
85,6,F,Y,8,13,FY,0.052894922,12978.606,2,2,10.5,SLOW,5.2894922,0.052894922,19.881443,0.19881443,331,33.1
86,1,N,B,2,3,NB,0.255236371,150.8996667,1,3,2.5,FAST,25.5236371,0.255236371,0.2311576,0.002311576,123,12.3
86,2,B,B,3,5,BB,0.255236371,150.8996667,1,3,4,FAST,25.5236371,0.255236371,0.2311576,0.002311576,123,12.3
86,3,F,B,3,5,FB,0.255236371,150.8996667,1,3,4,FAST,25.5236371,0.255236371,0.2311576,0.002311576,123,12.3
86,4,N,Y,6,7,NY,0.054124958,10244.8,1,3,6.5,SLOW,5.4124958,0.054124958,15.6936275,0.156936275,123,12.3
86,5,B,Y,2,3,BY,0.054124958,10244.8,1,3,2.5,FAST,5.4124958,0.054124958,15.6936275,0.156936275,123,12.3
86,6,F,Y,2,4,FY,0.054124958,10244.8,1,3,3,FAST,5.4124958,0.054124958,15.6936275,0.156936275,123,12.3
87,1,N,B,8,9,NB,0.158512252,1973.033667,1,2,8.5,SLOW,15.8512252,0.158512252,3.0224168,0.030224168,108,10.8
87,2,B,B,3,13,BB,0.158512252,1973.033667,1,2,8,SLOW,15.8512252,0.158512252,3.0224168,0.030224168,108,10.8
87,3,F,B,3,11,FB,0.158512252,1973.033667,1,2,7,SLOW,15.8512252,0.158512252,3.0224168,0.030224168,108,10.8
87,4,N,Y,4,8,NY,0.081302198,12478.89867,1,2,6,SLOW,8.1302198,0.081302198,19.11596,0.1911596,108,10.8
87,5,B,Y,3,11,BY,0.081302198,12478.89867,1,2,7,SLOW,8.1302198,0.081302198,19.11596,0.1911596,108,10.8
87,6,F,Y,3,12,FY,0.081302198,12478.89867,1,2,7.5,SLOW,8.1302198,0.081302198,19.11596,0.1911596,108,10.8
88,1,N,B,8,9,NB,0.147646268,2068.049,1,2,8.5,SLOW,14.7646268,0.147646268,3.1679672,0.031679672,219,21.9
88,2,B,B,3,4,BB,0.147646268,2068.049,1,2,3.5,FAST,14.7646268,0.147646268,3.1679672,0.031679672,219,21.9
88,3,F,B,3,8,FB,0.147646268,2068.049,1,2,5.5,SLOW,14.7646268,0.147646268,3.1679672,0.031679672,219,21.9
88,4,N,Y,2,3,NY,0.07558844,11326.50467,1,2,2.5,FAST,7.558844,0.07558844,17.3506505,0.173506505,219,21.9
88,5,B,Y,2,3,BY,0.07558844,11326.50467,1,2,2.5,FAST,7.558844,0.07558844,17.3506505,0.173506505,219,21.9
88,6,F,Y,5,7,FY,0.07558844,11326.50467,1,2,6,SLOW,7.558844,0.07558844,17.3506505,0.173506505,219,21.9
89,1,N,B,3,6,NB,0.145440566,4642.419333,1,5,4.5,FAST,14.5440566,0.145440566,7.1115492,0.071115492,158,15.8
89,2,B,B,3,4,BB,0.145440566,4642.419333,1,5,3.5,FAST,14.5440566,0.145440566,7.1115492,0.071115492,158,15.8
89,3,F,B,5,12,FB,0.145440566,4642.419333,1,5,8.5,SLOW,14.5440566,0.145440566,7.1115492,0.071115492,158,15.8
89,4,N,Y,2,3,NY,0.068405296,3408.496,1,5,2.5,FAST,6.8405296,0.068405296,5.221348,0.05221348,158,15.8
89,5,B,Y,3,4,BY,0.068405296,3408.496,1,5,3.5,FAST,6.8405296,0.068405296,5.221348,0.05221348,158,15.8
89,6,F,Y,3,11,FY,0.068405296,3408.496,1,5,7,SLOW,6.8405296,0.068405296,5.221348,0.05221348,158,15.8
90,1,N,B,7,9,NB,0.150190578,1169.293667,1,4,8,SLOW,15.0190578,0.150190578,1.7911974,0.017911974,110,11
90,2,B,B,3,10,BB,0.150190578,1169.293667,1,4,6.5,SLOW,15.0190578,0.150190578,1.7911974,0.017911974,110,11
90,3,F,B,2,3,FB,0.150190578,1169.293667,1,4,2.5,FAST,15.0190578,0.150190578,1.7911974,0.017911974,110,11
90,4,N,Y,2,3,NY,0.078437097,8917.131333,1,4,2.5,FAST,7.8437097,0.078437097,13.6598213,0.136598213,110,11
90,5,B,Y,3,4,BY,0.078437097,8917.131333,1,4,3.5,FAST,7.8437097,0.078437097,13.6598213,0.136598213,110,11
90,6,F,Y,12,21,FY,0.078437097,8917.131333,2,4,16.5,SLOW,7.8437097,0.078437097,13.6598213,0.136598213,110,11
91,1,N,B,5,7,NB,0.188295453,1588.715,1,1,6,SLOW,18.8295453,0.188295453,2.4336933,0.024336933,109,10.9
91,2,B,B,3,10,BB,0.188295453,1588.715,1,1,6.5,SLOW,18.8295453,0.188295453,2.4336933,0.024336933,109,10.9
91,3,F,B,8,9,FB,0.188295453,1588.715,1,1,8.5,SLOW,18.8295453,0.188295453,2.4336933,0.024336933,109,10.9
91,4,N,Y,5,15,NY,0.017801083,8810.499,2,1,10,SLOW,1.7801083,0.017801083,13.4964752,0.134964752,109,10.9
91,5,B,Y,3,4,BY,0.017801083,8810.499,1,1,3.5,FAST,1.7801083,0.017801083,13.4964752,0.134964752,109,10.9
91,6,F,Y,5,11,FY,0.017801083,8810.499,1,1,8,SLOW,1.7801083,0.017801083,13.4964752,0.134964752,109,10.9
92,1,N,B,3,4,NB,0.139849025,144.673,1,1,3.5,FAST,13.9849025,0.139849025,0.2216192,0.002216192,113,11.3
92,2,B,B,4,8,BB,0.139849025,144.673,1,1,6,SLOW,13.9849025,0.139849025,0.2216192,0.002216192,113,11.3
92,3,F,B,6,10,FB,0.139849025,144.673,1,1,8,SLOW,13.9849025,0.139849025,0.2216192,0.002216192,113,11.3
92,4,N,Y,2,4,NY,0.091977679,5719.318333,1,1,3,FAST,9.1977679,0.091977679,8.7612107,0.087612107,113,11.3
92,5,B,Y,3,12,BY,0.091977679,5719.318333,1,1,7.5,SLOW,9.1977679,0.091977679,8.7612107,0.087612107,113,11.3
92,6,F,Y,3,6,FY,0.091977679,5719.318333,1,1,4.5,FAST,9.1977679,0.091977679,8.7612107,0.087612107,113,11.3
93,1,N,B,2,3,NB,0.122994137,3300.487333,1,2,2.5,FAST,12.2994137,0.122994137,5.0558936,0.050558936,147,14.7
93,2,B,B,1,2,BB,0.122994137,3300.487333,1,2,1.5,FAST,12.2994137,0.122994137,5.0558936,0.050558936,147,14.7
93,3,F,B,6,10,FB,0.122994137,3300.487333,1,2,8,SLOW,12.2994137,0.122994137,5.0558936,0.050558936,147,14.7
93,4,N,Y,3,5,NY,0.117117347,9697.972,1,2,4,FAST,11.7117347,0.117117347,14.855962,0.14855962,147,14.7
93,5,B,Y,1,2,BY,0.117117347,9697.972,1,2,1.5,FAST,11.7117347,0.117117347,14.855962,0.14855962,147,14.7
93,6,F,Y,3,28,FY,0.117117347,9697.972,2,2,15.5,SLOW,11.7117347,0.117117347,14.855962,0.14855962,147,14.7
94,1,N,B,2,3,NB,0.368826722,2993.193667,1,2,2.5,FAST,36.8826722,0.368826722,4.5851619,0.045851619,128,12.8
94,2,B,B,1,2,BB,0.368826722,2993.193667,1,2,1.5,FAST,36.8826722,0.368826722,4.5851619,0.045851619,128,12.8
94,3,F,B,1,2,FB,0.368826722,2993.193667,1,2,1.5,FAST,36.8826722,0.368826722,4.5851619,0.045851619,128,12.8
94,4,N,Y,2,3,NY,0.115748369,8364.681,1,2,2.5,FAST,11.5748369,0.115748369,12.8135432,0.128135432,128,12.8
94,5,B,Y,2,3,BY,0.115748369,8364.681,1,2,2.5,FAST,11.5748369,0.115748369,12.8135432,0.128135432,128,12.8
94,6,F,Y,3,5,FY,0.115748369,8364.681,1,2,4,FAST,11.5748369,0.115748369,12.8135432,0.128135432,128,12.8
95,1,N,B,3,5,NB,0.258284729,3146.164333,1,2,4,FAST,25.8284729,0.258284729,4.8194919,0.048194919,157,15.7
95,2,B,B,3,11,BB,0.258284729,3146.164333,1,2,7,SLOW,25.8284729,0.258284729,4.8194919,0.048194919,157,15.7
95,3,F,B,4,30,FB,0.258284729,3146.164333,2,2,17,SLOW,25.8284729,0.258284729,4.8194919,0.048194919,157,15.7
95,4,N,Y,2,3,NY,0.018500656,10057.03967,1,2,2.5,FAST,1.8500656,0.018500656,15.4060044,0.154060044,157,15.7
95,5,B,Y,3,4,BY,0.018500656,10057.03967,1,2,3.5,FAST,1.8500656,0.018500656,15.4060044,0.154060044,157,15.7
95,6,F,Y,3,4,FY,0.018500656,10057.03967,1,2,3.5,FAST,1.8500656,0.018500656,15.4060044,0.154060044,157,15.7
96,1,N,B,1,2,NB,0.136148777,3861.376667,1,4,1.5,FAST,13.6148777,0.136148777,5.9150991,0.059150991,121,12.1
96,2,B,B,3,5,BB,0.136148777,3861.376667,1,4,4,FAST,13.6148777,0.136148777,5.9150991,0.059150991,121,12.1
96,3,F,B,4,5,FB,0.136148777,3861.376667,1,4,4.5,FAST,13.6148777,0.136148777,5.9150991,0.059150991,121,12.1
96,4,N,Y,8,12,NY,0.101767684,9137.918333,2,4,10,SLOW,10.1767684,0.101767684,13.9980367,0.139980367,121,12.1
96,5,B,Y,3,4,BY,0.101767684,9137.918333,1,4,3.5,FAST,10.1767684,0.101767684,13.9980367,0.139980367,121,12.1
96,6,F,Y,3,4,FY,0.101767684,9137.918333,1,4,3.5,FAST,10.1767684,0.101767684,13.9980367,0.139980367,121,12.1
97,1,N,B,3,15,NB,0.166218364,3483.240667,1,2,9,SLOW,16.6218364,0.166218364,5.3358466,0.053358466,203,20.3
97,2,B,B,3,40,BB,0.166218364,3483.240667,2,2,21.5,SLOW,16.6218364,0.166218364,5.3358466,0.053358466,203,20.3
97,3,F,B,4,5,FB,0.166218364,3483.240667,1,2,4.5,FAST,16.6218364,0.166218364,5.3358466,0.053358466,203,20.3
97,4,N,Y,8,32,NY,0.074313256,9592.386,2,2,20,SLOW,7.4313256,0.074313256,14.6942188,0.146942188,203,20.3
97,5,B,Y,3,4,BY,0.074313256,9592.386,1,2,3.5,FAST,7.4313256,0.074313256,14.6942188,0.146942188,203,20.3
97,6,F,Y,3,25,FY,0.074313256,9592.386,2,2,14,SLOW,7.4313256,0.074313256,14.6942188,0.146942188,203,20.3
98,1,N,B,3,7,NB,0.149994761,12358.44667,1,1,5,SLOW,14.9994761,0.149994761,18.931444,0.18931444,152,15.2
98,2,B,B,3,4,BB,0.149994761,12358.44667,1,1,3.5,FAST,14.9994761,0.149994761,18.931444,0.18931444,152,15.2
98,3,F,B,4,5,FB,0.149994761,12358.44667,1,1,4.5,FAST,14.9994761,0.149994761,18.931444,0.18931444,152,15.2
98,4,N,Y,2,3,NY,0.049527652,361.531,1,1,2.5,FAST,4.9527652,0.049527652,0.5538159,0.005538159,152,15.2
98,5,B,Y,4,5,BY,0.049527652,361.531,1,1,4.5,FAST,4.9527652,0.049527652,0.5538159,0.005538159,152,15.2
98,6,F,Y,2,3,FY,0.049527652,361.531,1,1,2.5,FAST,4.9527652,0.049527652,0.5538159,0.005538159,152,15.2
99,1,N,B,1,3,NB,0.168406377,2213.55,1,4,2,FAST,16.8406377,0.168406377,3.3908548,0.033908548,139,13.9
99,2,B,B,2,3,BB,0.168406377,2213.55,1,4,2.5,FAST,16.8406377,0.168406377,3.3908548,0.033908548,139,13.9
99,3,F,B,2,3,FB,0.168406377,2213.55,1,4,2.5,FAST,16.8406377,0.168406377,3.3908548,0.033908548,139,13.9
99,4,N,Y,2,3,NY,0.026275032,14291.00567,1,4,2.5,FAST,2.6275032,0.026275032,21.8918592,0.218918592,139,13.9
99,5,B,Y,1,2,BY,0.026275032,14291.00567,1,4,1.5,FAST,2.6275032,0.026275032,21.8918592,0.218918592,139,13.9
99,6,F,Y,3,5,FY,0.026275032,14291.00567,1,4,4,FAST,2.6275032,0.026275032,21.8918592,0.218918592,139,13.9
100,1,N,B,5,6,NB,0.118861889,1953.516333,1,1,5.5,SLOW,11.8861889,0.118861889,2.9925189,0.029925189,117,11.7
100,2,B,B,3,4,BB,0.118861889,1953.516333,1,1,3.5,FAST,11.8861889,0.118861889,2.9925189,0.029925189,117,11.7
100,3,F,B,4,8,FB,0.118861889,1953.516333,1,1,6,SLOW,11.8861889,0.118861889,2.9925189,0.029925189,117,11.7
100,4,N,Y,2,3,NY,0.038150352,8592.675333,1,1,2.5,FAST,3.8150352,0.038150352,13.1627992,0.131627992,117,11.7
100,5,B,Y,2,4,BY,0.038150352,8592.675333,1,1,3,FAST,3.8150352,0.038150352,13.1627992,0.131627992,117,11.7
100,6,F,Y,3,6,FY,0.038150352,8592.675333,1,1,4.5,FAST,3.8150352,0.038150352,13.1627992,0.131627992,117,11.7
101,1,N,B,3,5,NB,0.279753373,3456.199667,1,4,4,FAST,27.9753373,0.279753373,5.2944235,0.052944235,135,13.5
101,2,B,B,2,4,BB,0.279753373,3456.199667,1,4,3,FAST,27.9753373,0.279753373,5.2944235,0.052944235,135,13.5
101,3,F,B,2,3,FB,0.279753373,3456.199667,1,4,2.5,FAST,27.9753373,0.279753373,5.2944235,0.052944235,135,13.5
101,4,N,Y,2,3,NY,0.112231235,15364.86767,1,4,2.5,FAST,11.2231235,0.112231235,23.5368684,0.235368684,135,13.5
101,5,B,Y,2,3,BY,0.112231235,15364.86767,1,4,2.5,FAST,11.2231235,0.112231235,23.5368684,0.235368684,135,13.5
101,6,F,Y,4,8,FY,0.112231235,15364.86767,1,4,6,SLOW,11.2231235,0.112231235,23.5368684,0.235368684,135,13.5
102,1,N,B,2,3,NB,0.207929125,3569.248,1,2,2.5,FAST,20.7929125,0.207929125,5.467598,0.05467598,207,20.7
102,2,B,B,2,3,BB,0.207929125,3569.248,1,2,2.5,FAST,20.7929125,0.207929125,5.467598,0.05467598,207,20.7
102,3,F,B,5,11,FB,0.207929125,3569.248,1,2,8,SLOW,20.7929125,0.207929125,5.467598,0.05467598,207,20.7
102,4,N,Y,2,5,NY,0.033799346,14623.38867,1,2,3.5,FAST,3.3799346,0.033799346,22.4010243,0.224010243,207,20.7
102,5,B,Y,1,2,BY,0.033799346,14623.38867,1,2,1.5,FAST,3.3799346,0.033799346,22.4010243,0.224010243,207,20.7
102,6,F,Y,4,10,FY,0.033799346,14623.38867,1,2,7,SLOW,3.3799346,0.033799346,22.4010243,0.224010243,207,20.7
103,1,N,B,2,3,NB,0.120366393,2275.894667,1,2,2.5,FAST,12.0366393,0.120366393,3.4863583,0.034863583,303,30.3
103,2,B,B,2,3,BB,0.120366393,2275.894667,1,2,2.5,FAST,12.0366393,0.120366393,3.4863583,0.034863583,303,30.3
103,3,F,B,2,3,FB,0.120366393,2275.894667,1,2,2.5,FAST,12.0366393,0.120366393,3.4863583,0.034863583,303,30.3
103,4,N,Y,2,3,NY,0.072250864,13687.20267,1,2,2.5,FAST,7.2250864,0.072250864,20.9669158,0.209669158,303,30.3
103,5,B,Y,2,3,BY,0.072250864,13687.20267,1,2,2.5,FAST,7.2250864,0.072250864,20.9669158,0.209669158,303,30.3
103,6,F,Y,1,2,FY,0.072250864,13687.20267,1,2,1.5,FAST,7.2250864,0.072250864,20.9669158,0.209669158,303,30.3
104,1,N,B,2,3,NB,0.285894575,3735.880667,1,2,2.5,FAST,28.5894575,0.285894575,5.7228564,0.057228564,283,28.3
104,2,B,B,3,4,BB,0.285894575,3735.880667,1,2,3.5,FAST,28.5894575,0.285894575,5.7228564,0.057228564,283,28.3
104,3,F,B,6,8,FB,0.285894575,3735.880667,1,2,7,SLOW,28.5894575,0.285894575,5.7228564,0.057228564,283,28.3
104,4,N,Y,1,2,NY,0.118008597,14589.16433,1,2,1.5,FAST,11.8008597,0.118008597,22.3485973,0.223485973,283,28.3
104,5,B,Y,2,3,BY,0.118008597,14589.16433,1,2,2.5,FAST,11.8008597,0.118008597,22.3485973,0.223485973,283,28.3
104,6,F,Y,2,3,FY,0.118008597,14589.16433,1,2,2.5,FAST,11.8008597,0.118008597,22.3485973,0.223485973,283,28.3
105,1,N,B,3,5,NB,0.336237439,5132.460333,1,4,4,FAST,33.6237439,0.336237439,7.8622248,0.078622248,129,12.9
105,2,B,B,3,9,BB,0.336237439,5132.460333,1,4,6,SLOW,33.6237439,0.336237439,7.8622248,0.078622248,129,12.9
105,3,F,B,3,4,FB,0.336237439,5132.460333,1,4,3.5,FAST,33.6237439,0.336237439,7.8622248,0.078622248,129,12.9
105,4,N,Y,14,17,NY,0.180645199,14609.466,2,4,15.5,SLOW,18.0645199,0.180645199,22.3796967,0.223796967,129,12.9
105,5,B,Y,2,3,BY,0.180645199,14609.466,1,4,2.5,FAST,18.0645199,0.180645199,22.3796967,0.223796967,129,12.9
105,6,F,Y,3,10,FY,0.180645199,14609.466,1,4,6.5,SLOW,18.0645199,0.180645199,22.3796967,0.223796967,129,12.9
106,1,N,B,7,8,NB,0.140127907,2560.351,1,1,7.5,SLOW,14.0127907,0.140127907,3.9221063,0.039221063,107,10.7
106,2,B,B,12,19,BB,0.140127907,2560.351,2,1,15.5,SLOW,14.0127907,0.140127907,3.9221063,0.039221063,107,10.7
106,3,F,B,14,16,FB,0.140127907,2560.351,2,1,15,SLOW,14.0127907,0.140127907,3.9221063,0.039221063,107,10.7
106,4,N,Y,14,24,NY,0.027455989,12214.308,2,1,19,SLOW,2.7455989,0.027455989,18.7106434,0.187106434,107,10.7
106,5,B,Y,3,19,BY,0.027455989,12214.308,2,1,11,SLOW,2.7455989,0.027455989,18.7106434,0.187106434,107,10.7
106,6,F,Y,7,12,FY,0.027455989,12214.308,1,1,9.5,SLOW,2.7455989,0.027455989,18.7106434,0.187106434,107,10.7
107,1,N,B,1,2,NB,0.240913407,7797.295333,1,3,1.5,FAST,24.0913407,0.240913407,11.9443862,0.119443862,147,14.7
107,2,B,B,3,11,BB,0.240913407,7797.295333,1,3,7,SLOW,24.0913407,0.240913407,11.9443862,0.119443862,147,14.7
107,3,F,B,11,15,FB,0.240913407,7797.295333,2,3,13,SLOW,24.0913407,0.240913407,11.9443862,0.119443862,147,14.7
107,4,N,Y,2,6,NY,0.025635097,5469.972667,1,3,4,FAST,2.5635097,0.025635097,8.3792473,0.083792473,147,14.7
107,5,B,Y,2,3,BY,0.025635097,5469.972667,1,3,2.5,FAST,2.5635097,0.025635097,8.3792473,0.083792473,147,14.7
107,6,F,Y,2,4,FY,0.025635097,5469.972667,1,3,3,FAST,2.5635097,0.025635097,8.3792473,0.083792473,147,14.7
108,1,N,B,2,3,NB,0.284912423,1555.457667,1,4,2.5,FAST,28.4912423,0.284912423,2.3827477,0.023827477,211,21.1
108,2,B,B,3,4,BB,0.284912423,1555.457667,1,4,3.5,FAST,28.4912423,0.284912423,2.3827477,0.023827477,211,21.1
108,3,F,B,3,4,FB,0.284912423,1555.457667,1,4,3.5,FAST,28.4912423,0.284912423,2.3827477,0.023827477,211,21.1
108,4,N,Y,2,3,NY,0.054542577,14284.37633,1,4,2.5,FAST,5.4542577,0.054542577,21.8817039,0.218817039,211,21.1
108,5,B,Y,1,2,BY,0.054542577,14284.37633,1,4,1.5,FAST,5.4542577,0.054542577,21.8817039,0.218817039,211,21.1
108,6,F,Y,2,3,FY,0.054542577,14284.37633,1,4,2.5,FAST,5.4542577,0.054542577,21.8817039,0.218817039,211,21.1
109,1,N,B,2,4,NB,0.283909759,264.6543333,1,1,3,FAST,28.3909759,0.283909759,0.4054141,0.004054141,166,16.6
109,2,B,B,3,11,BB,0.283909759,264.6543333,1,1,7,SLOW,28.3909759,0.283909759,0.4054141,0.004054141,166,16.6
109,3,F,B,2,4,FB,0.283909759,264.6543333,1,1,3,FAST,28.3909759,0.283909759,0.4054141,0.004054141,166,16.6
109,4,N,Y,2,3,NY,0.072240803,12066.543,1,1,2.5,FAST,7.2240803,0.072240803,18.4842877,0.184842877,166,16.6
109,5,B,Y,2,3,BY,0.072240803,12066.543,1,1,2.5,FAST,7.2240803,0.072240803,18.4842877,0.184842877,166,16.6
109,6,F,Y,3,17,FY,0.072240803,12066.543,2,1,10,SLOW,7.2240803,0.072240803,18.4842877,0.184842877,166,16.6
110,1,N,B,2,3,NB,0.18559223,765.1756667,1,2,2.5,FAST,18.559223,0.18559223,1.1721441,0.011721441,140,14
110,2,B,B,6,11,BB,0.18559223,765.1756667,1,2,8.5,SLOW,18.559223,0.18559223,1.1721441,0.011721441,140,14
110,3,F,B,10,12,FB,0.18559223,765.1756667,2,2,11,SLOW,18.559223,0.18559223,1.1721441,0.011721441,140,14
110,4,N,Y,45,47,NY,0.032275267,12318.56867,2,2,46,SLOW,3.2275267,0.032275267,18.8703564,0.188703564,140,14
110,5,B,Y,2,4,BY,0.032275267,12318.56867,1,2,3,FAST,3.2275267,0.032275267,18.8703564,0.188703564,140,14
110,6,F,Y,2,3,FY,0.032275267,12318.56867,1,2,2.5,FAST,3.2275267,0.032275267,18.8703564,0.188703564,140,14
111,1,N,B,67,68,NB,0.236894482,41.433,2,4,67.5,SLOW,23.6894482,0.236894482,0.0634697,0.000634697,136,13.6
111,2,B,B,2,11,BB,0.236894482,41.433,1,4,6.5,SLOW,23.6894482,0.236894482,0.0634697,0.000634697,136,13.6
