Individual,Trial,Predator,Circle,Initial ,Total ,Treatment,Scale Time,EscapeResponse,ColourDiffPercent,Colour Diff,Brightness D,Brightness.DifferencePercent,Avg Time,Weber Contrast
131,4,N,Y,38,40,NY,2,SLOW,3.8528128,0.038528128,11938.316,18.21670253,39,-0.712321051
132,1,P,B,1,2,PB,1,FAST,13.3406576,0.133406576,3321.31,5.067994202,1.5,-0.807672546
132,2,N,B,1,3,NB,1,FAST,13.3406576,0.133406576,3321.31,5.067994202,2,-0.807672546
132,3,P,Y,1,2,PY,1,FAST,8.7827405,0.087827405,16957.65567,25.87572391,1.5,-0.955451061
132,4,N,Y,1,2,NY,1,FAST,8.7827405,0.087827405,16957.65567,25.87572391,1.5,-0.955451061
133,1,P,B,1,5,PB,1,FAST,21.4109942,0.214109942,4014.827333,6.126233819,3,-0.829346362
133,2,N,B,123,124,NB,2,SLOW,21.4109942,0.214109942,4014.827333,6.126233819,123.5,-0.829346362
133,3,P,Y,2,21,PY,2,SLOW,4.1307994,0.041307994,16236.39933,24.7751573,11.5,-0.951594242
133,4,N,Y,1,2,NY,1,FAST,4.1307994,0.041307994,16236.39933,24.7751573,1.5,-0.951594242
134,1,P,B,1,2,PB,1,FAST,18.6022099,0.186022099,3084.655667,4.706882836,1.5,-0.80061918
134,2,N,B,240,241,NB,2,SLOW,18.6022099,0.186022099,3084.655667,4.706882836,240.5,-0.80061918
134,3,P,Y,1,2,PY,1,FAST,7.3830877,0.073830877,15782.294,24.08223697,1.5,-0.953599657
134,4,N,Y,32,33,NY,2,SLOW,7.3830877,0.073830877,15782.294,24.08223697,32.5,-0.953599657
135,1,P,B,1,11,PB,1,FAST,25.6217706,0.256217706,6483.661333,9.893433026,6,2.081812561
135,2,N,B,17,18,NB,2,SLOW,25.6217706,0.256217706,6483.661333,9.893433026,17.5,2.081812561
135,3,P,Y,1,2,PY,1,FAST,3.6843332,0.036843332,7065.512667,10.78128125,1.5,-0.424001789
135,4,N,Y,2,3,NY,1,FAST,3.6843332,0.036843332,7065.512667,10.78128125,2.5,-0.424001789
137,1,P,B,1,2,PB,1,FAST,15.4303582,0.154303582,2746.921,4.191532769,1.5,-0.562953556
137,2,N,B,1,2,NB,1,FAST,15.4303582,0.154303582,2746.921,4.191532769,1.5,-0.562953556
137,3,P,Y,2,3,PY,1,FAST,4.3062982,0.043062982,14190.81667,21.65379822,2.5,-0.869393803
137,4,N,Y,1,2,NY,1,FAST,4.3062982,0.043062982,14190.81667,21.65379822,1.5,-0.869393803
139,1,P,B,1,2,PB,1,FAST,19.280214,0.19280214,1890.724,2.885059892,1.5,-0.318694966
139,2,N,B,23,26,NB,2,SLOW,19.280214,0.19280214,1890.724,2.885059892,24.5,-0.318694966
139,3,P,Y,2,3,PY,1,FAST,2.885612,0.02885612,13331.931,20.34322271,2.5,-0.767465987
139,4,N,Y,19,22,NY,2,SLOW,2.885612,0.02885612,13331.931,20.34322271,20.5,-0.767465987
140,1,P,B,1,2,PB,1,FAST,20.8604689,0.208604689,3442.387333,5.25274637,1.5,-0.842674922
140,2,N,B,18,20,NB,2,SLOW,20.8604689,0.208604689,3442.387333,5.25274637,19,-0.842674922
140,3,P,Y,1,3,PY,1,FAST,11.3139385,0.113139385,17549.508,26.77883268,2,-0.964682241
140,4,N,Y,7,9,NY,1,FAST,11.3139385,0.113139385,17549.508,26.77883268,8,-0.964682241
141,1,P,B,1,2,PB,1,FAST,15.4891581,0.154891581,2963.205,4.521560998,1.5,-0.662398529
141,2,N,B,1,2,NB,1,FAST,15.4891581,0.154891581,2963.205,4.521560998,1.5,-0.662398529
141,3,P,Y,2,4,PY,1,FAST,4.4865445,0.044865445,14906.85467,22.74640218,3,-0.908034179
141,4,N,Y,1,2,NY,1,FAST,4.4865445,0.044865445,14906.85467,22.74640218,1.5,-0.908034179
142,1,P,B,1,2,PB,1,FAST,4.6128107,0.046128107,4454.789667,6.797573307,1.5,-0.93044278
142,2,N,B,18,19,NB,2,SLOW,4.6128107,0.046128107,4454.789667,6.797573307,18.5,-0.93044278
142,3,P,Y,1,2,PY,1,FAST,17.406231,0.17406231,14791.43233,22.57027899,1.5,-0.977985764
142,4,N,Y,1,2,NY,1,FAST,17.406231,0.17406231,14791.43233,22.57027899,1.5,-0.977985764
143,1,P,B,82,109,PB,2,SLOW,14.5430725,0.145430725,2317.112667,3.535687292,95.5,-0.490944572
143,2,N,B,59,0,NB,2,SLOW,14.5430725,0.145430725,2317.112667,3.535687292,29.5,-0.490944572
143,3,P,Y,2,53,PY,2,SLOW,4.0499397,0.040499397,17569.738,26.80970169,27.5,-0.879744018
143,4,N,Y,2,0,NY,1,FAST,4.0499397,0.040499397,17569.738,26.80970169,1,-0.879744018
144,1,P,B,8,10,PB,1,FAST,19.5292022,0.195292022,1569.58,2.395025559,9,-0.388301334
144,2,N,B,10,12,NB,2,SLOW,19.5292022,0.195292022,1569.58,2.395025559,11,-0.388301334
144,3,P,Y,2,6,PY,1,FAST,2.5936662,0.025936662,10810.404,16.49561913,4,-0.813942628
144,4,N,Y,17,18,NY,2,SLOW,2.5936662,0.025936662,10810.404,16.49561913,17.5,-0.813942628
145,1,P,B,20,22,PB,2,SLOW,7.1382058,0.071382058,4657.36,7.106675822,21,-0.785649555
145,2,N,B,221,224,NB,2,SLOW,7.1382058,0.071382058,4657.36,7.106675822,222.5,-0.785649555
145,3,P,Y,1,2,PY,1,FAST,9.8724008,0.098724008,16392.21433,25.01291574,1.5,-0.928072648
145,4,N,Y,248,253,NY,2,SLOW,9.8724008,0.098724008,16392.21433,25.01291574,250.5,-0.928072648
146,1,P,B,4,22,PB,2,SLOW,25.1178187,0.251178187,1733.832667,2.645659063,13,-0.437759119
146,2,N,B,39,53,NB,2,SLOW,25.1178187,0.251178187,1733.832667,2.645659063,46,-0.437759119
146,3,P,Y,1,2,PY,1,FAST,4.1960275,0.041960275,15917.946,24.28922866,1.5,-0.877334597
146,4,N,Y,3,6,NY,1,FAST,4.1960275,0.041960275,15917.946,24.28922866,4.5,-0.877334597
147,1,P,B,65,69,PB,2,SLOW,14.6140287,0.146140287,3469.428667,5.294008799,67,-0.754852518
147,2,N,B,0,0,NB,3,SLOW,14.6140287,0.146140287,3469.428667,5.294008799,0,-0.754852518
147,3,P,Y,1,4,PY,1,FAST,7.3287618,0.073287618,15998.463,24.41208972,2.5,-0.934223445
147,4,N,Y,155,0,NY,2,SLOW,7.3287618,0.073287618,15998.463,24.41208972,77.5,-0.934223445
148,1,P,B,3,4,PB,1,FAST,24.1306967,0.241306967,2640.485667,4.029122861,3.5,-0.733925383
148,2,N,B,300,303,NB,2,SLOW,24.1306967,0.241306967,2640.485667,4.029122861,301.5,-0.733925383
148,3,P,Y,4,5,PY,1,FAST,1.6950111,0.016950111,10373.04433,15.82825106,4.5,-0.915538876
148,4,N,Y,50,55,NY,2,SLOW,1.6950111,0.016950111,10373.04433,15.82825106,52.5,-0.915538876
149,1,P,B,1,2,PB,1,FAST,17.2201013,0.172201013,4324.653,6.598997482,1.5,-0.777891678
149,2,N,B,8,13,NB,2,SLOW,17.2201013,0.172201013,4324.653,6.598997482,10.5,-0.777891678
149,3,P,Y,1,2,PY,1,FAST,3.8605122,0.038605122,16585.96267,25.30855675,1.5,-0.930724489
149,4,N,Y,5,6,NY,1,FAST,3.8605122,0.038605122,16585.96267,25.30855675,5.5,-0.930724489
150,1,P,B,1,2,PB,1,FAST,15.4327567,0.154327567,3040.379333,4.639321482,1.5,-0.658381879
150,2,N,B,60,64,NB,2,SLOW,15.4327567,0.154327567,3040.379333,4.639321482,62,-0.658381879
150,3,P,Y,1,2,PY,1,FAST,7.2798633,0.072798633,15370.958,23.45457847,1.5,-0.906948062
150,4,N,Y,3,14,NY,1,FAST,7.2798633,0.072798633,15370.958,23.45457847,8.5,-0.906948062
151,1,P,B,43,44,PB,2,SLOW,13.3367589,0.133367589,1435.906,2.19105211,43.5,-0.356076253
151,2,N,B,84,92,NB,2,SLOW,13.3367589,0.133367589,1435.906,2.19105211,88,-0.356076253
151,3,P,Y,3,12,PY,1,FAST,9.3529424,0.093529424,9491.838333,14.4836169,7.5,-0.785283329
151,4,N,Y,280,284,NY,2,SLOW,9.3529424,0.093529424,9491.838333,14.4836169,282,-0.785283329
152,1,P,B,12,13,PB,2,SLOW,18.74648,0.1874648,1799.084667,2.745227232,12.5,-0.430589615
152,2,N,B,21,24,NB,2,SLOW,18.74648,0.1874648,1799.084667,2.745227232,22.5,-0.430589615
152,3,P,Y,3,4,PY,1,FAST,3.9361386,0.039361386,12067.18433,18.413343,3.5,-0.835382346
152,4,N,Y,0,0,NY,3,SLOW,3.9361386,0.039361386,12067.18433,18.413343,0,-0.835382346
153,1,P,B,3,4,PB,1,FAST,13.7319868,0.137319868,443.884,0.677323568,3.5,0.124778438
153,2,N,B,5,13,NB,1,FAST,13.7319868,0.137319868,443.884,0.677323568,9,0.124778438
153,3,P,Y,1,2,PY,1,FAST,9.5539332,0.095539332,7495.673667,11.43766486,1.5,-0.651764813
153,4,N,Y,6,10,NY,1,FAST,9.5539332,0.095539332,7495.673667,11.43766486,8,-0.651764813
154,1,P,B,16,18,PB,2,SLOW,13.9319435,0.139319435,4978.225333,7.596284937,17,-0.836572705
154,2,N,B,7,19,NB,2,SLOW,13.9319435,0.139319435,4978.225333,7.596284937,13,-0.836572705
154,3,P,Y,1,2,PY,1,FAST,4.5072562,0.045072562,16392.01667,25.01261412,1.5,-0.944004913
154,4,N,Y,2,5,NY,1,FAST,4.5072562,0.045072562,16392.01667,25.01261412,3.5,-0.944004913
155,1,P,B,1,2,PB,1,FAST,27.866583,0.27866583,2062.654,3.147408255,1.5,-0.441378959
155,2,N,B,74,82,NB,2,SLOW,27.866583,0.27866583,2062.654,3.147408255,78,-0.441378959
155,3,P,Y,1,2,PY,1,FAST,5.2269201,0.052269201,11108.67633,16.95075354,1.5,-0.809815017
155,4,N,Y,4,8,NY,1,FAST,5.2269201,0.052269201,11108.67633,16.95075354,6,-0.809815017
156,1,P,B,3,4,PB,1,FAST,13.2333809,0.132333809,1505.553667,2.297327637,3.5,-0.421450138
156,2,N,B,201,209,NB,2,SLOW,13.2333809,0.132333809,1505.553667,2.297327637,205,-0.421450138
156,3,P,Y,21,22,PY,2,SLOW,8.4170109,0.084170109,9137.849,13.9434638,21.5,-0.815609608
156,4,N,Y,0,0,NY,3,SLOW,8.4170109,0.084170109,9137.849,13.9434638,0,-0.815609608
157,1,P,B,1,2,PB,1,FAST,20.1567214,0.201567214,719.67,1.098146029,1.5,-0.206332445
157,2,N,B,6,10,NB,1,FAST,20.1567214,0.201567214,719.67,1.098146029,8,-0.206332445
157,3,P,Y,2,4,PY,1,FAST,4.1040891,0.041040891,8710.349333,13.29114112,3,-0.759030824
157,4,N,Y,25,26,NY,2,SLOW,4.1040891,0.041040891,8710.349333,13.29114112,25.5,-0.759030824
158,1,P,B,11,13,PB,2,SLOW,10.913281,0.10913281,4599.938,7.019055467,12,-0.789204654
158,2,N,B,55,57,NB,2,SLOW,10.913281,0.10913281,4599.938,7.019055467,56,-0.789204654
158,3,P,Y,11,13,PY,2,SLOW,5.743593,0.05743593,16171.597,24.67627527,12,-0.929403218
158,4,N,Y,5,8,NY,1,FAST,5.743593,0.05743593,16171.597,24.67627527,6.5,-0.929403218
159,1,P,B,1,2,PB,1,FAST,10.8061471,0.108061471,1861.811,2.840941482,1.5,-0.424050594
159,2,N,B,213,255,NB,2,SLOW,10.8061471,0.108061471,1861.811,2.840941482,234,-0.424050594
159,3,P,Y,1,2,PY,1,FAST,14.7243376,0.147243376,9501.723,14.49869993,1.5,-0.789882325
159,4,N,Y,5,42,NY,2,SLOW,14.7243376,0.147243376,9501.723,14.49869993,23.5,-0.789882325
160,1,P,B,2,3,PB,1,FAST,8.2088868,0.082088868,1883.921,2.874679179,2.5,-0.509545803
160,2,N,B,6,31,NB,2,SLOW,8.2088868,0.082088868,1883.921,2.874679179,18.5,-0.509545803
160,3,P,Y,1,3,PY,1,FAST,11.9998216,0.119998216,9919.949333,15.13687241,2,-0.845496623
160,4,N,Y,9,23,NY,2,SLOW,11.9998216,0.119998216,9919.949333,15.13687241,16,-0.845496623
161,1,P,B,2,3,PB,1,FAST,15.1901182,0.151901182,1036.277,1.581257343,2.5,-0.286262267
161,2,N,B,5,11,NB,1,FAST,15.1901182,0.151901182,1036.277,1.581257343,8,-0.286262267
161,3,P,Y,2,3,PY,1,FAST,7.3215906,0.073215906,8303.674,12.67059434,2.5,-0.762808015
161,4,N,Y,4,5,NY,1,FAST,7.3215906,0.073215906,8303.674,12.67059434,4.5,-0.762808015
162,1,P,B,2,6,PB,1,FAST,22.9086316,0.229086316,1638.293333,2.499875385,4,-0.374571055
162,2,N,B,6,15,NB,2,SLOW,22.9086316,0.229086316,1638.293333,2.499875385,10.5,-0.374571055
162,3,P,Y,7,10,PY,1,FAST,7.5030798,0.075030798,24209.65767,36.94156964,8.5,-0.898531742
162,4,N,Y,8,21,NY,2,SLOW,7.5030798,0.075030798,24209.65767,36.94156964,14.5,-0.898531742
163,1,P,B,27,30,PB,2,SLOW,20.3656581,0.203656581,1773.799667,2.706644795,28.5,-0.540318128
163,2,N,B,7,13,NB,1,FAST,20.3656581,0.203656581,1773.799667,2.706644795,10,-0.540318128
163,3,P,Y,1,2,PY,1,FAST,6.3971283,0.063971283,18949.92667,28.91573459,1.5,-0.926261759
163,4,N,Y,9,14,NY,2,SLOW,6.3971283,0.063971283,18949.92667,28.91573459,11.5,-0.926261759
164,1,P,B,1,2,PB,1,FAST,22.679852,0.22679852,307.0173333,0.468478421,1.5,-0.074962572
164,2,N,B,1,3,NB,1,FAST,22.679852,0.22679852,307.0173333,0.468478421,2,-0.074962572
164,3,P,Y,1,2,PY,1,FAST,7.2971616,0.072971616,11356.69567,17.32920679,1.5,-0.750450681
164,4,N,Y,1,2,NY,1,FAST,7.2971616,0.072971616,11356.69567,17.32920679,1.5,-0.750450681
165,1,P,B,3,7,PB,1,FAST,12.33928,0.1233928,3183.699,4.858013275,5,-0.650142441
165,2,N,B,6,14,NB,1,FAST,12.33928,0.1233928,3183.699,4.858013275,10,-0.650142441
165,3,P,Y,2,4,PY,1,FAST,2.3851096,0.023851096,25115.697,38.32409705,3,-0.936156582
165,4,N,Y,2,18,NY,1,FAST,2.3851096,0.023851096,25115.697,38.32409705,10,-0.936156582
166,1,P,B,5,10,PB,1,FAST,20.5052214,0.205052214,1750.303,2.67079118,7.5,-0.38206781
166,2,N,B,10,12,NB,2,SLOW,20.5052214,0.205052214,1750.303,2.67079118,11,-0.38206781
166,3,P,Y,12,13,PY,2,SLOW,6.3835688,0.063835688,NA,39.36013886,12.5,-0.90115176
166,4,N,Y,25,29,NY,2,SLOW,6.3835688,0.063835688,NA,39.36013886,27,-0.90115176
167,1,P,B,27,30,PB,2,SLOW,24.5081602,0.245081602,2089.557333,3.18846011,28.5,-0.653978578
167,2,N,B,0,0,NB,3,SLOW,24.5081602,0.245081602,2089.557333,3.18846011,0,-0.653978578
167,3,P,Y,5,13,PY,1,FAST,9.374312,0.09374312,20881.43567,31.86302841,9,-0.949730621
167,4,N,Y,2,6,NY,1,FAST,9.374312,0.09374312,20881.43567,31.86302841,4,-0.949730621
168,1,P,B,26,29,PB,2,SLOW,18.382837,0.18382837,673.685,1.027977417,27.5,-0.17780387
168,2,N,B,20,25,NB,2,SLOW,18.382837,0.18382837,673.685,1.027977417,22.5,-0.17780387
168,3,P,Y,6,7,PY,1,FAST,3.9319442,0.039319442,12110.49733,18.4794344,6.5,-0.795561013
168,4,N,Y,25,29,NY,2,SLOW,3.9319442,0.039319442,12110.49733,18.4794344,27,-0.795561013
169,1,P,B,20,24,PB,2,SLOW,18.295783,0.18295783,306.0086667,0.466939295,22,-0.076971765
169,2,N,B,54,60,NB,2,SLOW,18.295783,0.18295783,306.0086667,0.466939295,57,-0.076971765
169,3,P,Y,50,58,PY,2,SLOW,3.2320684,0.032320684,19932.706,30.41535973,54,-0.844852943
169,4,N,Y,180,187,NY,2,SLOW,3.2320684,0.032320684,19932.706,30.41535973,183.5,-0.844852943
170,1,P,B,2,3,PB,1,FAST,19.4034646,0.194034646,2224.67,3.394628824,2.5,-0.494486266
170,2,N,B,5,7,NB,1,FAST,19.4034646,0.194034646,2224.67,3.394628824,6,-0.494486266
170,3,P,Y,12,13,PY,2,SLOW,4.1026268,0.041026268,24758.01133,37.77830371,12.5,-0.915897306
170,4,N,Y,6,17,NY,2,SLOW,4.1026268,0.041026268,24758.01133,37.77830371,11.5,-0.915897306
173,1,P,B,3,4,PB,1,FAST,22.3520728,0.223520728,230.7763333,0.352142112,3.5,-0.047646476
173,2,N,B,5,8,NB,1,FAST,22.3520728,0.223520728,230.7763333,0.352142112,6.5,-0.047646476
173,3,P,Y,6,7,PY,1,FAST,7.585838,0.07585838,24033.69933,36.67307444,6.5,-0.839663534
173,4,N,Y,1,2,NY,1,FAST,7.585838,0.07585838,24033.69933,36.67307444,1.5,-0.839663534
174,1,P,B,2,14,PB,1,FAST,20.6612968,0.206612968,373.3226667,0.569653875,8,-0.088456713
174,2,N,B,34,45,NB,2,SLOW,20.6612968,0.206612968,373.3226667,0.569653875,39.5,-0.088456713
174,3,P,Y,1,2,PY,1,FAST,6.9809858,0.069809858,16721.32033,25.51509931,1.5,-0.813308312
174,4,N,Y,7,9,NY,1,FAST,6.9809858,0.069809858,16721.32033,25.51509931,8,-0.813308312
175,1,P,B,49,60,PB,2,SLOW,21.727263,0.21727263,2320.778,3.541280232,54.5,-0.646307851
175,2,N,B,32,87,NB,2,SLOW,21.727263,0.21727263,2320.778,3.541280232,59.5,-0.646307851
175,3,P,Y,25,32,PY,2,SLOW,6.5667841,0.065667841,19710.34733,30.07606216,28.5,-0.939481748
175,4,N,Y,49,51,NY,2,SLOW,6.5667841,0.065667841,19710.34733,30.07606216,50,-0.939481748
176,1,P,B,14,15,PB,2,SLOW,15.9948205,0.159948205,2099.97,3.204348821,14.5,-0.597356003
176,2,N,B,23,31,NB,2,SLOW,15.9948205,0.159948205,2099.97,3.204348821,27,-0.597356003
176,3,P,Y,4,16,PY,1,FAST,1.6567139,0.016567139,20657.45733,31.52125938,10,-0.935890159
176,4,N,Y,12,13,NY,2,SLOW,1.6567139,0.016567139,20657.45733,31.52125938,12.5,-0.935890159
177,1,P,B,2,4,PB,1,FAST,8.4147244,0.084147244,1955.386,2.983727779,3,-0.352224626
177,2,N,B,26,33,NB,2,SLOW,8.4147244,0.084147244,1955.386,2.983727779,29.5,-0.352224626
177,3,P,Y,13,23,PY,2,SLOW,4.7392183,0.047392183,22395.895,34.17394522,18,-0.861682055
177,4,N,Y,48,56,NY,2,SLOW,4.7392183,0.047392183,22395.895,34.17394522,52,-0.861682055
178,1,P,B,37,45,PB,2,SLOW,16.045572,0.16045572,1503.741667,2.294562702,41,0.326339181
178,2,N,B,2,65,NB,2,SLOW,16.045572,0.16045572,1503.741667,2.294562702,33.5,0.326339181
178,3,P,Y,2,3,PY,1,FAST,0.6379571,0.006379571,21303.06633,32.50639556,2.5,-0.776973978
178,4,N,Y,17,21,NY,2,SLOW,0.6379571,0.006379571,21303.06633,32.50639556,19,-0.776973978
179,1,P,B,18,23,PB,2,SLOW,20.0961924,0.200961924,1328.980333,2.027894001,20.5,-0.373572223
179,2,N,B,18,23,NB,2,SLOW,20.0961924,0.200961924,1328.980333,2.027894001,20.5,-0.373572223
179,3,P,Y,16,22,PY,2,SLOW,4.8604106,0.048604106,19172.98233,29.25609572,19,-0.895919399
179,4,N,Y,12,23,NY,2,SLOW,4.8604106,0.048604106,19172.98233,29.25609572,17.5,-0.895919399
181,1,P,B,9,13,PB,2,SLOW,19.6706569,0.196706569,2833.668333,4.323900715,11,0.772157146
181,2,N,B,23,26,NB,2,SLOW,19.6706569,0.196706569,2833.668333,4.323900715,24.5,0.772157146
181,3,P,Y,2,3,PY,1,FAST,3.9328496,0.039328496,15663.456,23.90090181,2.5,-0.706549492
181,4,N,Y,0,0,NY,3,SLOW,3.9328496,0.039328496,15663.456,23.90090181,0,-0.706549492
182,1,P,B,11,13,PB,2,SLOW,20.4132391,0.204132391,2773.63,4.23228809,12,-0.64019598
182,2,N,B,11,16,NB,2,SLOW,20.4132391,0.204132391,2773.63,4.23228809,13.5,-0.64019598
182,3,P,Y,1,2,PY,1,FAST,4.8481187,0.048481187,25592.53,39.05169757,1.5,-0.942603528
182,4,N,Y,8,9,NY,1,FAST,4.8481187,0.048481187,25592.53,39.05169757,8.5,-0.942603528
183,1,P,B,3,7,PB,1,FAST,16.9869842,0.169869842,2093.496,3.19447013,5,-0.447076821
183,2,N,B,40,62,NB,2,SLOW,16.9869842,0.169869842,2093.496,3.19447013,51,-0.447076821
183,3,P,Y,2,3,PY,1,FAST,1.8753191,0.018753191,25562.504,39.00588083,2.5,-0.90806212
183,4,N,Y,3,13,NY,1,FAST,1.8753191,0.018753191,25562.504,39.00588083,8,-0.90806212
184,1,P,B,10,11,PB,2,SLOW,7.0339276,0.070339276,2444.195,3.729602502,10.5,-0.694898675
184,2,N,B,35,45,NB,2,SLOW,7.0339276,0.070339276,2444.195,3.729602502,40,-0.694898675
184,3,P,Y,15,16,PY,2,SLOW,9.6485604,0.096485604,20091.002,30.65690394,15.5,-0.949304077
184,4,N,Y,23,26,NY,2,SLOW,9.6485604,0.096485604,20091.002,30.65690394,24.5,-0.949304077
185,1,P,B,24,29,PB,2,SLOW,12.9779226,0.129779226,2185.763,3.335260548,26.5,-0.441291342
185,2,N,B,105,108,NB,2,SLOW,12.9779226,0.129779226,2185.763,3.335260548,106.5,-0.441291342
185,3,P,Y,12,13,PY,2,SLOW,3.1450014,0.031450014,25147.673,38.3728893,12.5,-0.900894992
185,4,N,Y,7,12,NY,1,FAST,3.1450014,0.031450014,25147.673,38.3728893,9.5,-0.900894992
186,1,P,B,130,131,PB,2,SLOW,20.0875671,0.200875671,6578.111333,10.03755449,130.5,1.699504762
186,2,N,B,0,0,NB,3,SLOW,20.0875671,0.200875671,6578.111333,10.03755449,0,1.699504762
186,3,P,Y,12,13,PY,2,SLOW,2.9063143,0.029063143,4852.045333,7.403746599,12.5,-0.317108209
186,4,N,Y,20,34,NY,2,SLOW,2.9063143,0.029063143,4852.045333,7.403746599,27,-0.317108209
187,1,P,B,1,2,PB,1,FAST,10.325011,0.10325011,1448.096,2.209652857,1.5,-0.365010375
187,2,N,B,14,17,NB,2,SLOW,10.325011,0.10325011,1448.096,2.209652857,15.5,-0.365010375
187,3,P,Y,8,9,PY,1,FAST,12.4504311,0.124504311,15763.392,24.05339437,8.5,-0.862263093
187,4,N,Y,10,35,NY,2,SLOW,12.4504311,0.124504311,15763.392,24.05339437,22.5,-0.862263093
188,1,P,B,38,39,PB,2,SLOW,18.6768001,0.186768001,990.3796667,1.511222502,38.5,-0.263284383
188,2,N,B,17,25,NB,2,SLOW,18.6768001,0.186768001,990.3796667,1.511222502,21,-0.263284383
188,3,P,Y,13,14,PY,2,SLOW,4.1978828,0.041978828,15623.959,23.84063325,13.5,-0.849458075
188,4,N,Y,151,157,NY,2,SLOW,4.1978828,0.041978828,15623.959,23.84063325,154,-0.849458075
190,1,P,B,1,2,PB,1,FAST,18.0343978,0.180343978,3846.360667,5.869170164,1.5,-0.71125055
190,2,N,B,0,0,NB,3,SLOW,18.0343978,0.180343978,3846.360667,5.869170164,0,-0.71125055
190,3,P,Y,12,13,PY,2,SLOW,1.7320511,0.017320511,12258.31033,18.70498258,12.5,-0.88703464
190,4,N,Y,20,34,NY,2,SLOW,1.7320511,0.017320511,12258.31033,18.70498258,27,-0.88703464
191,1,P,B,15,21,PB,2,SLOW,16.1217967,0.161217967,1800.837,2.747901122,18,-0.474932468
191,2,N,B,113,122,NB,2,SLOW,16.1217967,0.161217967,1800.837,2.747901122,117.5,-0.474932468
191,3,P,Y,77,81,PY,2,SLOW,6.888108,0.06888108,12545.19267,19.14273696,79,-0.863087782
191,4,N,Y,23,35,NY,2,SLOW,6.888108,0.06888108,12545.19267,19.14273696,29,-0.863087782
192,1,P,B,38,39,PB,2,SLOW,10.4186765,0.104186765,1479.831667,2.258078381,38.5,-0.525798001
192,2,N,B,17,25,NB,2,SLOW,10.4186765,0.104186765,1479.831667,2.258078381,21,-0.525798001
192,3,P,Y,1,2,PY,1,FAST,13.6205394,0.136205394,11999.113,18.3094728,1.5,-0.899940035
192,4,N,Y,15,17,NY,2,SLOW,13.6205394,0.136205394,11999.113,18.3094728,16,-0.899940035
193,1,P,B,42,43,PB,2,SLOW,14.8112301,0.148112301,1790.158,2.731606012,42.5,-0.51248249
193,2,N,B,186,192,NB,2,SLOW,14.8112301,0.148112301,1790.158,2.731606012,189,-0.51248249
193,3,P,Y,2,3,PY,1,FAST,7.7490324,0.077490324,14847.08267,22.65519595,2.5,-0.897141186
193,4,N,Y,0,0,NY,3,SLOW,7.7490324,0.077490324,14847.08267,22.65519595,0,-0.897141186
194,1,P,B,1,12,PB,1,FAST,24.6748147,0.246748147,922.396,1.407486076,6.5,-0.260697511
194,2,N,B,96,104,NB,2,SLOW,24.6748147,0.246748147,922.396,1.407486076,100,-0.260697511
194,3,P,Y,1,12,PY,1,FAST,2.1901122,0.021901122,15400.41533,23.49952748,6.5,-0.854934973
194,4,N,Y,33,37,NY,2,SLOW,2.1901122,0.021901122,15400.41533,23.49952748,35,-0.854934973
195,1,P,B,31,48,PB,2,SLOW,12.0605613,0.120605613,2089.738667,3.188736807,39.5,-0.559375882
195,2,N,B,23,71,NB,2,SLOW,12.0605613,0.120605613,2089.738667,3.188736807,47,-0.559375882
195,3,P,Y,15,17,PY,2,SLOW,10.6260374,0.106260374,15509.637,23.66618906,16,-0.904081858
195,4,N,Y,28,32,NY,2,SLOW,10.6260374,0.106260374,15509.637,23.66618906,30,-0.904081858
196,1,P,B,24,26,PB,2,SLOW,21.171896,0.21171896,1694.047333,2.584950535,25,0.474589904
196,2,N,B,55,77,NB,2,SLOW,21.171896,0.21171896,1694.047333,2.584950535,66,0.474589904
196,3,P,Y,2,3,PY,1,FAST,3.3806528,0.033806528,13129.96433,20.03504133,2.5,-0.713752139
196,4,N,Y,100,150,NY,2,SLOW,3.3806528,0.033806528,13129.96433,20.03504133,125,-0.713752139
197,1,P,B,7,50,PB,2,SLOW,11.3482313,0.113482313,1615.78,2.46552224,28.5,-0.462566178
197,2,N,B,0,0,NB,3,SLOW,11.3482313,0.113482313,1615.78,2.46552224,0,-0.462566178
197,3,P,Y,5,9,PY,1,FAST,10.5886413,0.105886413,13120.68667,20.02088451,7,-0.874874528
197,4,N,Y,130,133,NY,2,SLOW,10.5886413,0.105886413,13120.68667,20.02088451,131.5,-0.874874528
198,1,P,B,12,13,PB,2,SLOW,22.6194279,0.226194279,1754.417,2.677068742,12.5,-0.45933317
198,2,N,B,21,55,NB,2,SLOW,22.6194279,0.226194279,1754.417,2.677068742,38,-0.45933317
198,3,P,Y,22,24,PY,2,SLOW,1.104718,0.01104718,14925.812,22.77532921,23,-0.878517671
198,4,N,Y,53,65,NY,2,SLOW,1.104718,0.01104718,14925.812,22.77532921,59,-0.878517671
199,1,P,B,1,2,PB,1,FAST,26.3630096,0.263630096,1560.599,2.381321431,1.5,-0.394690228
199,2,N,B,8,12,NB,1,FAST,26.3630096,0.263630096,1560.599,2.381321431,10,-0.394690228
199,3,P,Y,26,33,PY,2,SLOW,4.3607794,0.043607794,16063.028,24.5106096,29.5,-0.87039994
199,4,N,Y,1,7,NY,1,FAST,4.3607794,0.043607794,16063.028,24.5106096,4,-0.87039994
200,1,P,B,19,35,PB,2,SLOW,10.0955913,0.100955913,2593.425333,3.957313395,27,-0.676602903
